"","x"
"437",49.2231240995927
"438",42.021213496241
"439",59.5884520391154
"440",43.2712942828152
"441",51.2523270135691
"442",47.309555534716
"443",40.7938972194617
"444",48.5434658709787
"445",67.9369941747135
"446",48.225820735069
"447",38.7039357062755
"448",42.0783940342901
"449",43.8738678094252
"450",45.8639097752589
"451",56.3379972940005
"452",36.6012134230221
"453",33.9963258307952
"454",54.0088819333442
"455",44.1996274080978
"456",49.9828276238507
"457",36.8805234825147
"458",34.321294347113
"459",30.983931365634
"460",39.9743626180062
"461",45.722235964856
"462",44.3974520903057
"463",52.463463035459
"464",60.6957666393115
"465",61.9945693100741
"466",49.9141934245605
"467",57.5000852969833
"468",59.6723042530855
"469",30.8600376921559
"470",58.627332341401
"471",64.5948648458873
"472",50.2698614118214
"473",64.8143309791789
"474",29.4434595215818
"475",45.5498271250078
"476",46.8443678463834
"477",50.9496132027967
"478",37.7190074895553
"479",43.0192086128005
"480",52.350808589707
"481",49.8287241595099
"482",25.8543554069982
"483",49.7466245153258
"484",47.808845466733
"485",62.8686168075621
"486",21.7332899677358
"487",51.6646875884186
"488",54.8028891160908
"489",48.9718967866945
"490",40.4557902183588
"491",53.7141949591859
"492",48.1568123859595
"493",60.7600097999098
"494",62.3099088128802
"495",47.1937275333888
"496",54.3324656749611
"497",43.4353253651265
"498",56.4668544080133
"499",48.8270432101767
"500",44.5810568033689
"501",43.3178896980066
"502",43.6275682673747
"503",43.1816493752799
"504",51.1776779820076
"505",44.9559980296092
"506",70.5207073432741
"507",50.1427283230815
"508",59.5765584917739
"509",47.9425975941149
"510",76.5962574441897
"511",43.1160564194869
"512",47.9093757652654
"513",43.7988377257115
"514",41.8022892412212
"515",52.350368297328
"516",51.5988228392811
"517",54.8804161220658
"518",47.3160894579508
"519",53.2518200689998
"520",54.1382035670346
"521",60.6681855989388
"522",50.0739311243434
"523",29.7303957278721
"524",48.4729647422085
"525",52.5369195398897
"526",42.1821990694098
"527",48.0403654723503
"528",71.2167090244587
"529",64.5454765224126
"530",49.7000025127951
"531",35.2286626688945
"532",40.8662892302036
"533",51.4559503383048
"534",64.5300606263219
"535",44.7047657578423
"536",43.1308860551864
"537",59.5066463958754
"538",55.3149311686412
"539",62.049818590923
"540",53.0837487279783
"541",70.9033712104006
"542",38.6559781372984
"543",56.3200404804798
"544",36.6415351664078
"545",36.2473449685358
"546",26.4231700916682
"547",46.4570460817179
"548",55.5514150046305
"549",57.3095906588452
"550",63.3798543101219
"551",61.9733305503998
"552",44.5969197811949
"553",47.740206798381
"554",47.6081127155143
"555",41.1652447828903
"556",69.3370153596044
"557",59.2241076245705
"558",66.1404767634057
"559",51.4170265469737
"560",59.5120805009858
"561",53.4963257423016
"562",51.050959812381
"563",48.6990841555662
"564",44.4704942524482
"565",35.2354381834704
"566",37.8532404967985
"567",28.1013935886204
"568",48.8302335426787
"569",34.1215361476651
"570",57.5658487246152
"571",61.5003602014714
"572",37.5943348273311
"573",36.435159650603
"574",36.847873175342
"575",57.1656153207748
"576",55.1914559622708
"577",48.0781221787366
"578",60.4434362777718
"579",40.76674294971
"580",56.4317697190117
"581",48.9352161512274
"582",59.2055405766696
"583",47.8367914694402
"584",47.1483451169341
"585",60.1788153228348
"586",46.4159449576515
"587",69.2362447668398
"588",45.6021254771865
"589",56.4166809396688
"590",49.1508252159428
"591",39.0163308952991
"592",56.9324733268167
"593",51.0575362011246
"594",38.9440947209413
"595",41.594137962547
"596",66.4581593397565
"597",40.4395621218076
"598",54.6283501215011
"599",41.8372278275823
"600",45.9698330343765
"601",36.3754167158666
"602",51.6318426812737
"603",45.736313193023
"604",46.7994750352633
"605",48.9072278990532
"606",78.8053703631286
"607",39.5694167766908
"608",49.5304857308399
"609",44.5412095729344
"610",56.2260737488419
"611",34.7374338334015
"612",37.0837008045116
"613",46.1608085491727
"614",25.1932002783881
"615",35.8919625615669
"616",33.9464866915971
"617",62.4078416605042
"618",48.6259837320696
"619",44.3170738704989
"620",48.9966192643645
"621",60.7409155779028
"622",57.3741829375763
"623",39.2554337202862
"624",51.2098028449366
"625",49.7231717291458
"626",58.5697229325779
"627",42.1108195125645
"628",36.5387062485435
"629",51.5066505424702
"630",49.2070540996664
"631",54.247561691391
"632",55.8175090040759
"633",46.1938224942603
"634",48.4060702367984
"635",62.6640148898376
"636",42.5229301730909
"637",29.5726153544164
"638",44.5171378387893
