"","x"
"186",19.4206278609835
"187",61.4717335885763
"188",46.8578634275364
"189",50.1260527558463
"190",45.3340538188376
"191",58.9971467681193
"192",34.3839012958761
"193",40.1432708147354
"194",63.5722362595113
"195",26.0483814999302
"196",63.7226062646789
"197",44.3573578316596
"198",41.3984112603708
"199",35.4101922221234
"200",48.2215844432674
"201",36.4765498952793
"202",52.1812277124684
"203",46.3026602202551
"204",47.5642344817224
"205",59.2818168711962
"206",47.7771459065311
"207",43.0016356131413
"208",54.5748983702311
"209",53.9366064085936
"210",45.4873216291987
"211",33.934289901835
"212",41.7020834762555
"213",38.3714314815182
"214",51.6179119937122
"215",33.4094928606036
"216",52.5664063532898
"217",48.9931081045218
"218",35.5602346726168
"219",28.4296535863958
"220",48.9876247413235
"221",36.7619926966798
"222",40.591557063444
"223",50.1337910153689
"224",50.5904854839571
"225",19.2367113631745
"226",37.7701019025237
"227",54.0405190445209
"228",46.1456135683039
"229",57.2929633281605
"230",48.5058486774371
"231",45.5807549870907
"232",54.5154229134472
"233",64.586259463508
"234",68.8319547143592
"235",43.4564663496142
"236",46.0606772824567
"237",47.4509572400124
"238",50.6443593364319
"239",50.6452967360481
"240",47.1379544407847
"241",36.7627628983856
"242",30.7421983947651
"243",36.1262997186576
"244",38.3297631412233
"245",33.1736178737558
"246",51.404815583852
"247",44.3680604475805
"248",54.0903540656243
"249",42.3163115217725
"250",40.0448804793417
"251",36.0856778840877
"252",46.0203831064408
"253",50.2379338873001
"254",61.6877351212702
"255",57.0663721872789
"256",50.0520314538562
"257",42.9924424216306
"258",37.1806176693005
"259",44.3370118095395
"260",34.7262421694158
"261",52.5279642219621
"262",42.5410636286143
"263",38.1091708798532
"264",40.4757255698463
"265",52.60408634691
"266",48.0908463107659
"267",35.8177944581165
"268",32.0671351065963
"269",37.2635825165402
"270",44.9552448888651
"271",59.3045148114661
"272",39.2110048223562
"273",52.6770910704559
"274",53.6783878588757
"275",62.5451912989482
"276",59.6357781782258
"277",52.9481848199527
"278",41.8134494766696
"279",61.2649503938078
"280",59.5726202827277
"281",53.9847185234513
"282",50.2807034820084
"283",26.8039885408643
"284",59.8064242988108
"285",48.87886012409
"286",51.8024373432146
"287",60.4831833779274
"288",34.3342246420119
"289",39.933749543307
"290",55.4787919630623
"291",46.0047163143838
"292",56.5782685615675
"293",52.9632127559294
"294",54.4755272348892
"295",49.6331082175574
"296",47.525607202327
"297",35.8245296547524
"298",40.9623485405412
"299",38.7572170695415
"300",31.6891637072334
"301",37.3411472919886
"302",49.9623172833994
"303",64.1347330325084
"304",56.476631619585
"305",45.226171342402
"306",53.1955476737255
"307",51.0494854757089
"308",50.2703175043066
"309",45.648151156398
"310",44.7999911085596
"311",31.6668906828051
"312",37.5559506539979
"313",33.3858482958582
"314",58.8145401008401
"315",40.7566199663524
"316",52.0488964975624
"317",25.6472636200964
"318",51.288139128439
"319",42.8905481784242
"320",45.4977489875183
"321",45.8007377709956
"322",38.8918512074996
"323",23.2083985814607
"324",33.4056419859959
"325",46.7312228798896
"326",50.1895323076566
"327",49.0030589403818
"328",45.1841600759119
"329",44.6586951153632
"330",41.0140484780392
"331",67.7267934782312
"332",44.9660827789815
"333",54.204162342185
"334",41.4824310618429
"335",24.2428254677886
"336",40.6754350559403
"337",53.4010534969581
"338",39.5932211818181
"339",33.2030007853667
"340",56.739514635426
"341",39.0880875911793
"342",28.3642442197094
"343",30.1928032984994
"344",31.4616653197544
"345",48.106328707345
"346",28.8680386338192
"347",56.0495733604667
"348",22.2405778066106
"349",44.0903714000721
"350",41.1366143602056
"351",37.5929845170622
"352",49.9394578495926
"353",52.5830608513198
"354",43.0160770094906
"355",27.1493820924281
"356",48.1485415976688
"357",48.6243531351926
"358",52.7903673699859
"359",63.2004456637691
"360",42.6044911810614
"361",34.5729439425473
"362",41.8958914703109
"363",50.3681125941081
"364",32.5905737681691
"365",30.225888010579
"366",27.9768030126321
"367",40.9062047733397
"368",53.1721702647737
"369",45.4531659812204
"370",41.2307301311315
"371",38.8856664750305
"372",48.5961125208641
"373",49.3218897195432
"374",39.91364530091
"375",51.7681626802493
"376",47.8080429956135
"377",44.5410545105626
"378",55.7428628649189
"379",50.747021597395
"380",54.9232289364885
"381",43.0709989226638
"382",52.2989633855816
"383",46.33174480255
"384",49.9687759213847
"385",50.4045454357134
"386",30.4357110761388
"387",54.2388174732367
"388",69.0859740630997
"389",54.5058555991539
"390",37.4807503469812
"391",37.7494278387205
"392",36.8856160594863
"393",47.6727544500559
"394",32.7601157543322
"395",46.5442438101185
"396",54.926433076002
"397",57.6802448893616
"398",52.6909121849612
"399",67.2813094057359
"400",44.4700509862518
"401",51.693750190878
"402",38.5602583647852
"403",33.3853449515624
"404",61.9784431334004
"405",28.4410251486738
"406",43.8958455156278
"407",37.0613688060142
"408",47.7139358728099
"409",62.3403514037768
"410",31.1641324052036
"411",32.2442086581228
"412",41.0790981185251
"413",51.3631405583261
"414",51.2231309860739
"415",37.7709858343848
"416",43.2647429466283
"417",26.7633406904661
"418",40.6321936917405
"419",58.8610634906993
"420",44.145720287095
"421",40.1116434758764
"422",34.8681510960046
"423",67.2367966000144
"424",50.8197144619208
"425",41.5513011705442
"426",60.1965424600762
"427",43.6732067489684
"428",52.5421730979287
"429",50.4562640887879
"430",31.0004637162113
"431",61.1589259431708
"432",32.8397812589877
"433",63.3852193922517
"434",66.644940468103
"435",41.1756347766406
"436",25.148366339662
"437",47.9460064285268
"438",40.531604976991
"439",57.7005600684013
"440",41.8593903931311
"441",49.9246537910887
"442",46.0356244582911
"443",39.2151198706354
"444",47.2726257571451
"445",65.2291824905519
"446",46.9559850745832
"447",36.9492365025774
"448",40.5926440457089
"449",42.4940915445426
"450",44.5624016283148
"451",54.7176322839939
"452",34.6457939445463
"453",31.7685644060655
"454",52.5468431114599
"455",42.8356644606304
"456",48.6921979561328
"457",34.9528912645713
"458",32.1286563506756
"459",28.4186249640365
"460",38.3298812232802
"461",44.4166582937599
"462",43.0425406191374
"463",51.0850570450984
"464",58.7078536487432
"465",59.8849955837141
"466",48.6250592876314
"467",55.7892793859484
"468",57.7769711779216
"469",28.2804545649201
"470",56.8230090292786
"471",62.2305213458462
"472",48.972399193251
"473",62.4279188324563
"474",26.6988377121614
"475",44.2389755091338
"476",45.5643671186336
"477",49.6323444126107
"478",35.8728235524795
"479",41.592798672781
"480",50.9777063580565
"481",48.5413770385236
"482",22.6795408469988
"483",48.4609148446778
"484",46.5384381571891
"485",60.6749095671187
"486",18.0495203891295
"487",50.3213369707544
"488",53.2907792104003
"489",47.6977492370944
"490",38.8504621912029
"491",52.269580510064
"492",46.8870306786417
"493",58.7661831335374
"494",60.1701755571
"495",45.918536179279
"496",52.8505557500289
"497",42.0325280273358
"498",54.8367925949927
"499",47.5542631811348
"500",43.2341656615157
"501",41.9085995914257
"502",42.2351029842001
"503",41.76465724277
"504",49.852658713139
"505",43.6243242458625
"506",67.5387023361395
"507",48.8484068767639
"508",57.6897201000939
"509",46.6726082793422
"510",72.9502824971594
"511",41.6952919076816
"512",46.6393033437724
"513",42.4152620201168
"514",40.2976537609359
"515",50.9772865688067
"516",50.2580902674967
"517",53.363185930469
"518",46.0422245075439
"519",51.8331900168089
"520",52.668314094071
"521",58.6828079471642
"522",48.781233531621
"523",27.0194568581575
"524",47.2024545514092
"525",51.1549936845354
"526",40.7033824904998
"527",46.7705413708015
"528",68.1598482677146
"529",62.1860885039762
"530",48.4151880333698
"531",33.1324789191804
"532",39.2930908559792
"533",50.1207488911067
"534",62.172218570753
"535",43.363069133493
"536",41.7109780531284
"537",57.625991672504
"538",53.7682869394824
"539",59.934977188194
"540",51.6741369130965
"541",67.8802569242975
"542",36.8969386919729
"543",54.7010198086872
"544",34.6901462912828
"545",34.2562833068899
"546",23.3174922564564
"547",45.1699513457754
"548",53.9882691362994
"549",55.6140525097336
"550",61.1361928510143
"551",59.8657799198249
"552",43.2507041959131
"553",46.4694987631515
"554",46.3366612171315
"555",39.6146776353845
"556",66.4814006540391
"557",57.3682760679248
"558",63.6191522038629
"559",50.0832965968356
"560",57.6309457153383
"561",52.064165909831
"562",49.7303138659055
"563",47.4273007161058
"564",43.1188176585285
"565",33.1399651770918
"566",36.0198039063504
"567",25.1977077734836
"568",47.55742612739
"569",31.9073420432208
"570",55.849734130058
"571",59.4375835458855
"572",35.7362367656119
"573",34.4630745373795
"574",34.917008923771
"575",55.4815061081037
"576",53.6532916600874
"577",46.8083301976449
"578",58.4786379285077
"579",39.1858631660323
"580",54.8043567433841
"581",47.6614388509316
"582",57.3513307196143
"583",46.5664898411279
"584",45.8726145419836
"585",58.2380589733161
"586",45.1279893190825
"587",66.3913326058031
"588",44.292910790927
"589",54.7904051640081
"590",47.8746397119042
"591",37.2895990204765
"592",55.2666639112771
"593",49.7366673956254
"594",37.2109435305544
"595",40.0748489316223
"596",63.9041485525303
"597",38.832939671732
"598",53.1276213696293
"599",40.3350172729462
"600",44.6712106786134
"601",34.3973097053381
"602",50.2898029554417
"603",44.4311505848438
"604",45.518746759393
"605",47.6337221915633
"606",74.9133429827734
"607",37.890844042554
"608",48.2487131819294
"609",43.1926092174901
"610",54.614059830678
"611",32.5893380186627
"612",35.1760823166152
"613",44.8670479122404
"614",21.9376426391045
"615",33.8646374701686
"616",31.7133131428472
"617",60.2586964037737
"618",47.3546802225332
"619",42.9585356062172
"620",47.7222130249012
"621",58.7488477616777
"622",55.6734862990159
"623",37.5497397864182
"624",49.8836484808468
"625",48.4379155226108
"626",56.7703025281975
"627",40.6272452224359
"628",34.5770259088782
"629",50.1695096014082
"630",47.9301490106854
"631",52.7709386516713
"632",54.235398029107
"633",44.9008575938021
"634",47.1358167477234
"635",60.4901506569978
"636",41.0662120265088
"637",26.843169989007
"638",43.167496480808
