"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
21147916.9059302,6.55976886255667,8.50641849962994,10.4843392425682,10.1247800085694,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
5261375.4629519,9.99989061360247,5.30336716747843,9.65035104728304,10.0377251128666,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1
9252089.93475047,6.09321334608831,5.78098419751041,6.98171682376415,8.97798821865581,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0
5595194.85990382,11.1306185198482,6.98049185681157,9.58126594196074,7.74112705583684,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1
14738775.9201932,10.6485588583164,8.06477771955542,5.95020225387998,9.57670007855631,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
12403789.3652451,10.1396941901185,9.09690505405888,9.5154322090093,9.14138530939817,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
8436545.64831813,10.4266148325987,10.4115822156891,10.4938719999045,5.95901937759481,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1
3721040.48137105,11.2796913012862,9.70941084413789,5.66829372453503,5.75440854160115,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
22161587.7737637,6.7984621822834,11.7889071325772,11.9779087200295,10.2929967264645,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
15918943.6199464,9.42420877423137,10.115844291402,8.25754491356201,5.0062259354163,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
3302405.96602607,5.02677849447355,5.36532891914248,8.8970499956049,7.1840462568216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
17650969.2835942,11.7393656561617,10.2819158767816,8.53514722525142,7.23692483222112,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
6285952.74072397,11.6263940141071,6.06539309863001,9.33673540735617,7.11778635997325,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
35717825.2749068,7.16495873802342,10.3468598239124,5.93736284249462,10.4675229974091,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1
7918093.68977914,5.8210642633494,10.1502591317985,7.25977864535525,5.14895571838133,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9405637.05166841,10.6959411515854,8.72662744601257,8.49514731694944,7.13729010731913,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8712388.95956653,8.616982948035,6.37799811502919,11.969236734556,7.81958321481943,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
35660399.9350795,5.16857654997148,9.87248899973929,10.1574063573498,11.5068420807365,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
6171012.03872793,8.8718863229733,8.96193138230592,10.3335386263207,6.84405002044514,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
16285250.2263888,10.2401283895597,10.9386946586892,8.62024232279509,5.829470558092,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
10031350.1271399,7.6161441502627,11.833324666135,5.41514613572508,7.8940120858606,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
11466524.3614134,8.8673432036303,9.37622879049741,9.00351365795359,5.71739441435784,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
13285040.0238225,11.6107125713024,6.96328810206614,8.47385050961748,10.4487875103951,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1
4141145.02470997,9.04820368834771,5.05893465643749,8.50353681808338,6.29818360018544,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
19132869.7255106,10.6362561921123,11.4127714105416,10.3190452905837,8.46494668954983,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1
6098422.88251592,8.40526786632836,5.87474925792776,6.49384387140162,6.47710437094793,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1
24547773.3474042,10.9570251302794,11.8562500150874,8.84397191135213,8.4231329720933,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
6296181.56657194,6.15442693792284,5.57774900970981,11.1387109872885,5.57850300264545,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
5692575.97641037,5.82440170622431,9.1546500697732,7.67673811269924,8.20469821244478,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
21549499.4037033,5.68255779100582,10.4306463727262,9.52302399254404,9.82577853556722,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
13300699.0646387,11.7236906022299,8.29320136783645,10.3687974107452,5.05496959318407,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
14538813.1305422,6.77790863555856,11.3514775959775,8.70863354578614,9.65579467988573,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
8825359.63558136,8.78637135913596,6.95347813772969,8.03004177636467,6.9375814225059,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
7250514.25479204,11.1172252616379,5.80896825925447,5.40021438151598,8.32743023824878,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
16880841.0823493,9.28790812543593,8.28029785258695,10.1947196761612,11.4726806276012,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
12580179.3309971,6.59649130841717,10.4354114125017,8.51441032113507,10.8685918613337,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
4105831.79706951,10.5068049267866,5.15720231900923,9.55789301986806,7.43194300541654,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1
13389871.9978166,10.1012413408607,7.15387565386482,7.24693084857427,10.8344020363875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
31714372.0063984,9.26901324908249,11.7076311320998,6.69947227067314,11.7286311925855,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
10203138.9069516,5.97159351711161,9.48062089830637,11.0388164031319,5.95967584080063,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
22895334.7236429,6.5058545677457,7.44844267703593,9.06737455911934,11.6575166503899,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18795342.2011216,8.23722645128146,11.0217610381078,5.00750885531306,9.33084667893127,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
4612361.33152397,9.3157320660539,5.70913308346644,6.45469894912094,5.6299370652996,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
8646849.23181173,9.78286301461048,8.67955996771343,10.471321819583,7.60870787873864,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
22711128.1918657,7.66486982954666,10.5159760413226,9.26290168100968,11.0310078933835,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1
7667268.72071303,8.15118720219471,6.71463907021098,5.19582605105825,7.64930602023378,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
11432061.0412948,8.17344158748165,6.03054720326327,7.68276551063173,10.4691947649699,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
10850433.3164364,10.2599147711881,7.62605837383308,6.41618520510383,5.82837562588975,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
10635778.3905489,8.91811745706946,7.04020967986435,6.92979711061344,9.59568053809926,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1157608.1564482,8.57757078344002,6.97180858650245,10.8079994015861,5.18068023212254,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
10434955.3760703,5.25947827077471,11.971300133504,7.00446872133762,6.0359731100034,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1
26390906.6144744,10.5200315429829,11.3621580670588,6.78755160258152,11.5263804241549,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
22251503.4535462,6.40019491082057,11.3164945777971,5.75356301176362,7.85272449860349,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
7291282.64784415,9.76889518974349,5.49715421465226,11.3400697305333,9.19885935052298,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9439247.37779827,11.3961073607206,5.80500252288766,9.81261847121641,5.82206574687734,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
16730459.3296147,11.2336471313611,8.13541110628285,9.50421660137363,9.38870882615447,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
20972852.8777021,10.2873412326444,8.73259330214933,11.5383383438457,10.5658127407078,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
12409151.7452877,7.50508460821584,5.93750137020834,9.39116183714941,10.6816500073764,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
10880032.9814353,9.63506071269512,8.45829429524019,8.64491639751941,10.6638238655869,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
17024161.8670927,11.0790730968583,10.0741729643196,7.46916677081026,9.68842865456827,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
21994915.1448225,7.16609139065258,10.2822631315794,7.92599658272229,11.525010837242,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
4781281.03175473,7.93007422378287,6.13139633391984,9.3015270868782,8.57123381365091,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
4979210.15502558,9.9146738438867,6.130330682965,6.12395550706424,6.18385423463769,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
26394593.3449499,6.28328040032648,8.24178430903703,5.81549005815759,11.5451854944695,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1
5874688.16461119,8.90982198156416,6.87029311107472,8.07463526306674,10.191829231102,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0
13350256.178843,6.90548409032635,5.92069982760586,10.9183914563619,9.65494170505553,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4054859.21472879,6.93230445636436,6.14999613398686,7.48822747264057,6.20467686862685,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
8122725.31611257,10.6892557144165,5.84672442474402,6.9123909866903,9.91073904628865,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1
14271551.2480547,11.8344162311405,6.74443159205839,5.27729067811742,6.6064866266679,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
31980298.7350741,8.56296477862634,11.2329144384712,8.67483759322204,9.37670683627948,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19712505.508426,8.11816144944169,10.5040071073454,7.45034190150909,7.31500609312207,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
22351608.9787857,8.32384236133657,8.06741286232136,8.08296217932366,10.127978682518,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
3410138.24361845,7.24246062268503,6.91619809321128,5.41354885231704,5.57410700665787,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
12495449.8478737,11.6685908618383,7.84254062059335,10.3096734057181,11.0907391754445,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
9517507.35291652,8.41263874969445,6.51520277629606,9.27443004515953,9.43739374377765,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0
17673958.6573634,10.2200860488228,11.687825556146,5.72299599065445,10.568646610016,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
8323338.44776143,11.7352619967423,5.93952743825503,6.46130555216223,11.3074524793774,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
12607936.7410667,7.11090431828052,10.1945699744392,7.4192227057647,8.52056254656054,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23226854.8409329,11.6631163882557,8.47435603081249,10.3780860593542,11.7515017781407,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0
9865355.41119725,5.55409140954725,7.85936713195406,5.20777034875937,8.21460521267727,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
15075459.2794692,8.8860407860484,5.42793745943345,8.00828241300769,9.6204936474096,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0
19406633.5904582,5.60950336698443,11.4666366642341,8.07229143660516,10.4881352256052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4586355.57819187,10.3294218371157,8.06110723875463,9.44377713883296,5.04365786560811,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
7531692.65521136,11.3762787668966,6.10236958204769,5.29366944846697,5.02074619405903,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
8951908.25724785,8.77945017581806,8.62051985738799,6.67213455587626,6.12867563567124,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
7255537.56856359,10.9273614941631,9.12511694431305,8.09440680523403,5.22136122360826,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
12486092.7526043,11.7140842750669,7.33831459679641,11.887357945554,9.67642323067412,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14216461.8382377,8.22613303083926,8.50348960724659,7.83430888061412,11.9004239549395,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1
13364008.6801611,6.95867036492564,10.2388946835417,6.41793859866448,5.10953079885803,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
7402755.47583908,10.1847215089947,8.95158825512044,10.4333928823471,5.45194374537095,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
10496137.595573,11.3421761859208,6.58597204880789,9.87868707673624,6.17935502249748,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
11195065.6278656,6.54499672912061,7.01204627333209,6.85571617400274,10.0527099550236,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
14086284.8485023,11.5787544562481,5.45828893105499,5.54787122737616,8.82218497153372,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
10193891.0788032,10.9197865254246,11.750607115915,9.26093991566449,6.69121025525965,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0
4560963.57676136,10.4714303081855,7.86347888503224,5.74358750227839,6.38086521462537,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1
4903244.73787092,8.72994515672326,7.08192445454188,9.19662103825249,7.11647165054455,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
3852557.68858165,9.98485831450671,6.21298101474531,9.29356803442352,9.0416567674838,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
21898081.6421761,9.88499293499626,9.26942375372164,6.46072127344087,11.0337335837539,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
9959380.93945406,6.05910651944578,7.17815192346461,7.8260504247155,5.95338625623845,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
10029187.1585231,5.29595402465202,10.769241028931,7.06162954145111,10.3795787233394,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
16818531.4281525,11.6123195569962,10.9574130049441,11.1480913977139,9.00587180396542,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
18231386.8243933,10.8495234944858,10.7436500971671,9.47413634881377,11.3755102327559,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
7855122.26021857,7.22160277655348,7.31628810521215,7.82041019247845,8.37898485013284,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
23002198.8242235,5.47510050190613,11.5127000496723,10.1492405335885,9.94111828343011,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
6610776.64147183,7.00523142237216,7.7431907041464,6.38348967395723,5.10378042864613,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
17089030.7338559,11.7739835730754,11.8622799473815,8.00664634327404,9.99013565387577,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
25174693.815627,9.94037690688856,8.6441536557395,10.5445704229642,11.9003418220673,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
19016985.3312164,7.02634336636402,9.26959288772196,8.90672555402853,6.77386630279943,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
3638874.76276983,5.63972382922657,9.18531521549448,8.43942418554798,5.50006223726086,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1
5733677.98347258,11.8516031564213,6.30415877071209,5.42564920801669,6.08185825729743,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1
7996665.97435373,8.22278070938773,5.39324833755381,7.65796272619627,9.02760712592863,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
3483612.44098092,6.06076900358312,6.05865933257155,6.26845584227704,6.67204902484082,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
23344852.2595644,9.58881052606739,8.01403050147928,10.1958591789007,11.8665576612111,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
12057604.2559804,5.0424744002521,6.9789233233314,9.30273749469779,9.47533527947962,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
7400675.26583158,5.43696340313181,7.4044199725613,8.80049217306077,6.92702817148529,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
8703976.0237393,8.58048769505695,9.19400190515444,11.7206712551415,7.25651517161168,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
17886975.4789581,6.33153992984444,9.75280704139732,6.97413751645945,10.696466577705,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1
18700204.7114466,11.0699884244241,9.06474652234465,6.56809647800401,9.8884311998263,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
20714679.2310173,7.73914695344865,10.0816436412279,11.7175491400994,7.88610467733815,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
26986354.8187448,7.46654040785506,9.12042432045564,5.50496195675805,11.5744440646376,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1
16219606.5706392,5.43629842088558,10.965728639625,8.43595418985933,6.40415464784019,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
24960270.6279723,9.6312398260925,11.7386732425075,8.16452116775326,9.28856825898401,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
9703608.08161516,9.38942305813543,9.96414819965139,8.01577891758643,6.78549158549868,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
12367999.95445,5.1657081709709,7.59011805965565,9.06941741262563,9.09959057439119,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
17260995.5911195,5.96036715107039,8.08074187976308,10.6408221125603,10.128687097691,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
